,Unnamed: 0,transcripts,confidence,location_extraction
2472,2472,it's nice of you to do something special for people that I modified response West Side Highway 70 South Authority Drive 14 inches,0.7844540476799011,"Nice Place , West Drive , South Avenue , Authority Drive , Authority Drive"
2473,2473,fir can I try that,0.6471480131149292,Fir Street
2474,2474,Herman,0.7124200463294983,Herman Lane
2476,2476,creative foxtrot can communication,0.5322836041450499,Creative Lane
2478,2478,Faith with us selfish,0.6153165698051453,Faith Road
2479,2479,fig,0.5192338824272156,Fig Street
2481,2481,Harlan husband,0.682126522064209,Harlan Avenue
2482,2482,Redwood Roberts chapters,0.6129221320152283,"Redwood Lane , Roberts Road"
2483,2483,Center events,0.4762486219406128,Center Street
2485,2485,Johnson for its buildings dirty just off the phone with the manager he said there's nothing going on it's always a challenge right,0.8577191829681396,"Johnson Drive , A Street"
2486,2486,Eddy radio check one two three,0.6949435472488403,Eddy Court
2488,2488,High 32 portal sets,0.6982526779174805,"High Street , Portal Drive"
2491,2491,good credit card keys so we did locate a cell phone,0.8772799372673035,A Street
2492,2492,saxberg that's xxxx,0.6279568672180176,Saxberg Drive
2493,2493,21 go ahead,0.7221031785011292,Go Street
2494,2494,bille repeater traffic,0.6977906227111816,Bille Road
2496,2496,Patricia dresses,0.5511264204978943,Patricia Drive
2501,2501,Jennifer Cliff are you sure,0.5957682728767395,"Jennifer Court , Cliff Drive"
2502,2502,Oroville that hangs 2309 sleeve of the unit,0.7253015041351318,Oroville Avenue
2504,2504,four types of carrots to 15 for Fortress,0.6058710813522339,Fortress Street
2505,2505, Bravo tall Palm 0 5 9 8,0.5170412063598633,"Bravo Way , Palm Avenue"
2507,2507,Lois,0.4386211931705475,Lois Drive
2510,2510,he was on first before my arrival towards Notre-Dame you want to 1085,0.8085601925849915,My Way
2514,2514,temperance,0.4818752706050873,Temperance Way
2516,2516,it's a great 30 1733,0.6817160248756409,A Street
2518,2518,Frances,0.4831339120864868,Frances Drive
2519,2519,but conscious and once i50 Highway 90 which we cherish Magnolia Street wait wait,0.8152729272842407,"Which Way , Magnolia Drive , Magnolia Street"
2522,2522,Hill for the M2 1911,0.6106346249580383,Hill Drive
2523,2523,bond hearing a great jacket currently in the men's locker room refusing to wait,0.8222670555114746,"Bond Lane , A Street"
2527,2527,white folks ain't coming from one of the interior lights near the lumber section to suffer 13,0.6904772520065308,White Drive
2528,2528,seven I got to opt with me we're going to suggest contacts at the correct structure we're at the wrong main building,0.8217055797576904,Main Street
2529,2529,Clarence,0.5119088888168335,Clarence Court
2530,2530,sounds like the gentleman hiya now which is the driver and his 27 and everything should be in the,0.8537522554397583,Which Way
2531,2531,Clara laughter Nautica,0.6642614603042603,Clara Lane
2532,2532,Santana is for it one day for it,0.7231731414794922,Santana Court
2533,2533,people from going eastbound on Raley Boulevard just on the turnaround they're creating problems on British roads upload traffic when they get,0.8485857248306274,Raley Boulevard
2534,2534,airport we're not from Incheon on a bus,0.6316026449203491,"Airport Road , A Street"
2538,2538,Johnny has come out with this,0.5891594290733337,Johnny Lane
2541,2541,Carlos area I'm going to be careful,0.6518943309783936,Carlos Place
2542,2542,Covington route,0.5587648749351501,Covington Court
2543,2543,3rd,0.54787677526474,3rd Avenue
2545,2545,retreat,0.4905688762664795,Retreat Road
2546,2546,probably how do I develop Mission 44 to Foster and,0.8261352181434631,"Mission Road , Foster Road"
2547,2547,Arthur mount bar,0.55869060754776,Arthur Court
2548,2548,liability to Vernon killed,0.7498319745063782,Liability Lane
2550,2550,Center 71 turning 40,0.7229868769645691,Center Street
2553,2553,6th season four,0.5564180612564087,6th Avenue
2554,2554,Cottage,0.4531665742397308,Cottage Lane
2556,2556,is it 74 be better critical difficulty breathing 4 5 8 Oregon Country between Magnolia Street Sycamore Street 0 5 0 3,0.7497435808181763,"Oregon Street , Country Drive , Magnolia Drive , Magnolia Street , Sycamore Lane , Sycamore Street"
2558,2558,Westar landline but have been unable to get anything other than the male first name maybe Forest no history of the specific apartment,0.8435234427452087,"Westar Court , Forest Lane , No Way"
2559,2559,service,0.3920893967151642,Service Street
2560,2560,Suffolk,0.5162875652313232,Suffolk Lane
2563,2563,Elysee,0.5763136744499207,Elysee Drive
2565,2565,single platform,0.6958244442939758,Single Lane
2568,2568,fir updated location it's actually going to be in a field across from A Main Hobbies and a by 300 feet into the field it was transient that it set up a fire,0.8562726974487305,"Fir Street , A Street , Field Drive , A Street , Main Street , A Street , Field Drive , A Street"
2569,2569,Oroville are talk to you for one says he campus certainly campus care Taxi,0.7537562847137451,"Oroville Avenue , Campus Drive , Campus Drive"
2571,2571,Navarro,0.4733566045761109,Navarro Drive
2572,2572, young calochortus Mi her subject back,0.5967966318130493,"Young Avenue , Calochortus Way"
2574,2574,does he have a base radio checks on command concise,0.7581432461738586,A Street
2577,2577,Pritchett 2125 is 64 6031,0.7177623510360718,Pritchett Drive
2580,2580,Margo prevention 21.5 available,0.7845732569694519,Margo Lane
2582,2582, three five nine seven four eight give me patience French one,0.7769256234169006,French Avenue
2583,2583,have less reliable my recommendation down there by Grizzly domes that as soon as you get aircraft held have that pull down that line are assist staff with,0.849406361579895,"My Way , Staff Drive"
2584,2584, Shasta,0.36657842993736267,Shasta Avenue
2585,2585,Oroville Camp Air Attack on command,0.6992632150650024,Oroville Avenue
2588,2588,mission of every training camp,0.4278964698314667,Mission Road
2589,2589,Oroville,0.5246258378028871,Oroville Avenue
2593,2593,Prince on that resources salt description all day resources online tech support,0.8441084027290344,"Prince Road , Resources Lane , Resources Lane"
2595,2595,Covington to assign system and only and one,0.5473839044570923,Covington Court
2596,2596,Oriole 12 and 20 words 25,0.8556115031242371,Oriole Court
2597,2597,Oroville 2166 in Rock Hill Hospital firefighters,0.7982304692268372,"Oroville Avenue , Hill Drive"
2598,2598,Reed able to,0.628907322883606,Reed Lane
2599,2599,government with an orange color Noel,0.7763478755950928,"Orange Avenue , Noel Court"
2600,2600,Authority friends who won,0.5664874315261841,Authority Drive
2602,2602,s of Rogers Robert ocean David George Edward Roberts Amherst of Mindy Mary Edwards Norris David's jealous they will be 213 at,0.8578927516937256,"Ocean Drive , David Court , Edward Drive , Roberts Road , Amherst Way , Mindy Court , Mary Lane , Edwards Lane , David Court"
2603,2603,Echo fire station once can you confirm that injured four is not in quarters they'll be closer than Institute we're committed to training,0.8562774062156677,Echo Lane
2604,2604,Frances sorry about that I was on the phone with operations if you want to place this small I can give you my number and we can hash out the resources you're eating,0.8562933206558228,"Frances Drive , My Way , Resources Lane"
2607,2607,crest of Ontario,0.5203897953033447,"Crest Drive , Ontario Avenue"
2608,2608,some Stewart and partners rotation,0.5653854012489319,"Some Way , Stewart Avenue"
2610,2610,zap Communications Charlie Kelly trainees command,0.8038954734802246,"Zap Court , Kelly Lane"
2611,2611,I came up Sixth Avenue for mangrove,0.8038846850395203,Mangrove Avenue
2612,2612,River Council in on their way,0.6046110987663269,River Avenue
2613,2613,favorite various pain for many horsepower,0.7547515034675598,Favorite Court
2614,2614,check 74 beauty products medical else email complained of poverty 3 5 6 Ohio Street Festival Street and Magnolia Street Jessica a lot of,0.7824744582176208,"Ohio Street , Ohio Street , Magnolia Drive , Magnolia Street , Jessica Way , A Street"
2615,2615,Salishan 8 sorrow contact info,0.787540078163147,Salishan Court
2617,2617,1:06 Middle Road and that's not a certain point Road into this problem,0.7769457101821899,A Street
2620,2620,Frederick and Communications,0.6503831148147583,Frederick Lane
2622,2622,but if I were to apply that same second vehicle fire fire is out no extension to vegetation fire was exercising with by Capstone Fire Safety Management Works evacuated from Paradise and your four weeks move out by the correction of your body,0.8754321336746216,"No Way , Capstone Street , Paradise Avenue"
2623,2623,7th and four five seven different so they didn't have been a verbal dispute over this in June,0.7764210104942322,"7th Road , A Street , June Way"
2625,2625,will be around family and I are different our undefeated,0.6972501873970032,"Family Way , Our Way"
2626,2626,Tara called wonderful,0.5967318415641785,Tara Lane
2628,2628, Chico,0.5680676102638245,Chico Street
2631,2631,Erin,0.3634900748729706,Erin Way
2636,2636,seven Iman a person at Central Park Drive,0.7259604930877686,"A Street , Central Street , Central Park Drive , Central Park Drive"
2637,2637,Highlands of Scotland,0.377621740102768,Highlands Avenue
2639,2639,35 to have Travis if I'm going to be by where this point,0.8072606325149536,Travis Road
2640,2640,fir,0.5584452748298645,Fir Street
2641,2641,zap the Operations Branch in aftermath,0.6952292323112488,Zap Court
2644,2644,shock utility registered to a cleric,0.7246552109718323,"Shock Way , A Street"
2646,2646,Skyway crack-up Little Creek,0.6544094681739807,"Skyway Road , Little Avenue , Little Creek Road"
2654,2654,all this driving copper 1:01 landed for the holidays,0.8438354730606079,Copper Lane
2655,2655,at this time fire has not advised that they'll State sounds like they're going to continue in an advice,0.8744480609893799,State Street
2661,2661,certificate of one and cic contacts and house on both trouble,0.7997127175331116,House Avenue
2663,2663,Forest Avenue yesterday,0.6911419630050659,"Forest Lane , Forest Avenue"
2665,2665,Berry which I,0.5346207618713379,"Berry Court , Which Way"
2667,2667,show me the route to handle call reference or windtune,0.8776270151138306,Windtune Place
2668,2668,tikker 566 person,0.7717279195785522,Tikker Lane
2672,2672,Cosby tax 27 as for now I I was unable to hear party in transmission what do you have up there Mike,0.8623001575469971,Cosby Avenue
2673,2673,Nikki coffee,0.5131180882453918,Nikki Court
2676,2676,Ernest,0.3720411360263825,Ernest Avenue
2677,2677,you're fully Johnson 85 to confirm no description,0.6817234754562378,"Johnson Drive , No Way"
2681,2681,temperance,0.6688680648803711,Temperance Way
2683,2683,Lancaster 28 on a white Mitsubishi,0.7472656369209291,"Lancaster Drive , A Street , White Drive"
2684,2684,Carmel three still exam,0.6129353046417236,Carmel Court
2685,2685,Rush trailer 57 and Rob 613,0.6109828948974609,Rush Court
2686,2686,happy Wanda came from unit 6,0.7816504240036011,Wanda Lane
2687,2687,front office is 0 7 .9,0.5898576378822327,Front Street
2688,2688,French news Marvel feel awful,0.7261444926261902,French Avenue
2691,2691,Daniel way Thomas calling advising his hbd,0.7609027624130249,Thomas Lane
2692,2692,fire automatic Medical Aid South 2626 Lincoln Boulevard,0.8081027269363403,"South Avenue , Lincoln Boulevard , Lincoln Drive"
2693,2693,obsession,0.7027431130409241,Obsession Road
2695,2695,Authority Justin a TTL,0.6739816665649414,"Authority Drive , Justin Lane , A Street"
2700,2700,different nunneley Orville refuses to report a small fire and possibly is the burning down in the area of coyotes way Hill area they have one in,0.8538284301757812,"Nunneley Road , A Street , Hill Drive"
2702,2702,F Communications 1930 Charlie important,0.6583040356636047,F Street
2704,2704,Ware out of 6 6 5 e 2nd Street,0.7761664986610413,"Ware Lane , E Street , E 2nd Street , E 2nd Street"
2705,2705,there are sounds that way north south Skyway for traffic after the event has not preferred preferably southbound Highway,0.7766965627670288,"North Road , South Avenue , Skyway Road"
2706,2706,1st 2017,0.7703478932380676,1st Avenue
2707,2707,Travis snively,0.4778499603271485,Travis Road
2708,2708,20th and Automobiles,0.7697405815124512,20th Street
2713,2713,Market,0.4919417798519135,Market Street
2714,2714,statice,0.4207216203212738,Statice Way
2715,2715,Pearl,0.47076416015625,Pearl Drive
2716,2716,Sesame for 10 times,0.7103161811828613,Sesame Street
2717,2717, fielder for question asked decided to do a litter,0.6909336447715759,A Street
2718,2718,crest,0.39116987586021423,Crest Drive
2719,2719,probably sitting there to respond in that 2.75 Greenville Street for difficulty breathing access will be off of the alley,0.6784347891807556,"Greenville Street , Greenville Street , Access Road"
2720,2720,give her a photo of that be Clausen the water,0.8022134304046631,A Street
2722,2722,Christopher americanizing whatever,0.6952153444290161,"Christopher Lane , Whatever Lane"
2723,2723, Ranch,0.3601231575012207,Ranch Drive
2724,2724,"separate because last witness windows are clear 27,000 pounds of spirit or results with this service times",0.8569830060005188,Service Street
2725,2725,farview Court ongoing problems with subjects starting fires in the dumpsters with lighter near the back of the car,0.8488255739212036,"Farview Court , Farview Court"
2726,2726, Aiken fermentation 64 to Station 1,0.7215712070465088,Aiken Court
2729,2729,seven years from any code for us Dick's Sporting Goods,0.7915102243423462,Dick Lane
2733,2733,Stone Age,0.5955401659011841,Stone Road
2734,2734,have you managed to sponsor medical 220 White Cedar Lane process Copperfield and Sterling Oaks timeout 1643,0.843849778175354,"White Drive , White Cedar Lane , White Cedar Lane , Copperfield Drive , Sterling Court , Sterling Oaks Drive"
2737,2737,today that's Barbershop list of credit Home Depot by the jailbreak,0.8445273041725159,Depot Lane
